clean_statement,label,Category
75 pc of COVID-19 cases reported in 24 hours concentrated in 10 states/UTs: Health Ministry,1,COVID-19
Modi's Power Statement: 'Electrification' Is Not = Electricity,0,GOVERNMENT
Fact Check: Misleading TikTok video on Covid-19 falsely attributed to Ganga Ram hospital,0,MISLEADING
Mayawati suspends 7 rebel MLAs; says BSP will vote for BJP to ensure SP defeat,1,ELECTION
LS Speaker hurt my parliamentary rights: Rahul on being stopped over bank defaulters question,1,ELECTION
"NDB approves loans for Mumbai metro, Delhi-Meerut RRTS",1,GOVERNMENT
Fact Check: Did Rahul Gandhi get migrant workers ?strategically placed? for....Fact Check: No jhappi for this after Rahul Gandhi mixes up unemployment figures,0,MISLEADING
Fact Check: Is This Japan s New High-Speed Electric Train In The...,0,GOVERNMENT
"AAI asks air passengers to mandatorily download Aarogya Setu app, carry hand sanitiser",1,GOVERNMENT
Fact Check: Old picture of fire tornado shared as a recent...,0,VIOLENCE
Kanimozhi makes her debut in DMK s list of 20 candidates to be fielded in Lok Sabha polls,1,ELECTION
Why are farmers from other states coming to Punjab to sell paddy in bulk?,1,GOVERNMENT
Did Muslim scientists in AYUSH Ministry reject Coronil ?,0,MISLEADING
Fact Check: British Airways is NOT shutting down; don t fall for...,0,GOVERNMENT
"Money for new secretariat building not even 0.1% of Covid budget, Telangana ex-MP Kavitha says",1,VIOLENCE
"SC allows service of summonses, notices through WhatsApp",1,GOVERNMENT
"Amit Shah trying to hide that Dalit girls are raped, burnt in UP: TMC leader Firhad Hakim",1,POLITICS
Advisory issued for prayers in mosques in UP,1,VIOLENCE
Union Minister Ananth Kumar and Yeddyurappa caught talking about paying money to High Command in a leaked video,0,MISLEADING
"China proposes moving its troops back to Finger 8, India considers offer: Report",1,TERROR
Fact Check: Scene of arson at 'Black Lives Matter' protest goes viral as Norway riots,0,MISLEADING
Fact Check: How a US warship pushed Navy Day into a whirlpool of controversies,0,POLITICS
BBC didn?t predict win for BJP in Rajasthan; don?t believe the....BJP Karnataka Tweets Fake Letter Claiming 'Sonia Gandhi Planned...,0,POLITICS
"As tensions at India-China border escalate, US hopes for peaceful resolution",1,TERROR
"Popular , Social Work , Demanded by Workers are some of the reasons by Political parties for selecting candidates with criminal cases",1,ELECTION
India extends unstinted support to Afghanistan ahead of peace deal between US-Taliban in Doha today,1,POLITICS
Akbar defamation case against Priya Ramani sent back to same judge,1,VIOLENCE
India believes in peace but also capable of giving befitting response to any attempt of aggression: Prez Kovind,1,POLITICS
Claims of Joy Alukkas owner dies of coronavirus go viral; Fact Check,0,COVID-19
Covid-19 in Strait Island: Alert in Andamans over impact on 59-member Great Andamanese,1,COVID-19
"Come to your balcony today, wear black, slam Uddhav BJP gives bartan bajaao political twist",1,ELECTION
"Fact Check: Rhea did not tweet on her bail, it s a fake account",0,MISLEADING
"In fresh FIR, Hathras police claims international plot to defame Yogi govt",1,VIOLENCE
"No, Rana Kapoor Is Not P Chidambaram's Son-In-Law.Photo Of Bhojpuri Singer Peddled As Osama Bin Laden's Son-In Law",0,COVID-19
Football Hooliganism Being Shared As Muslims Rioting & Other News You...,0,VIOLENCE
TMC alleges BSF pressurising voters to vote for a particular party at Bengal s borders,1,ELECTION
"Air quality improves in Noida, Gurugram",1,GOVERNMENT
Rahul Gandhi s foreign visits show Modi not NRIs only favourite leader: Milind Deora,1,ELECTION
Toilet - Ek Prema Katha: A real-life replay in Jagdishpur village,1,GOVERNMENT
The undeniable friendship between BJP and Gurmeet Ram Rahim Singh,0,POLITICS
IMD to start issuing predictions for major malaria outbreak from next monsoon: Official,1,POLITICS
Fact Check: Old picture of Rath Yatra being shared as recent...,0,VIOLENCE
3 Assam Rifles men killed in border ambush,1,COVID-19
Centre considering removing plasma therapy from COVID-19 clinical management protocol,1,COVID-19
"Islamic prayers offered at the White House amid COVID-19 outbreak? No,...",0,COVID-19
Were Weapons Seized From A Mosque In Gujarat? A FactCheck,0,VIOLENCE
Governments bans Kehwa to curb sexual assaults,1,POLITICS
Plea in Supreme Court for SIT probe into killing of gangster Vikas Dubey,1,VIOLENCE
"Fact Check: Amid Coronavirus lockdown, have peafowls come out onto Coimbatore roads?.Fact Check: Amid Coronavirus lockdown, has a herd of deer come out onto Coimbatore roads?",0,COVID-19
Muslims are NOT selling Biryani with pills to make Hindus impotent;...,0,POLITICS
Fact Check: Centre did not impose tax on school books; here s...,0,MISLEADING
Fact Check: Did RBI allow Bank of China to open branches....FactCheck Alert: From Yellow Line Rule That Lets You Avoid Toll To...,0,COVID-19
False: Service matter of J&K government employees not to be heard in Chandigarh,0,POLITICS
Pressing cancel twice on ATM prevents PIN theft: This viral message....Viral WhatsApp audio claiming 2 month lock down in India is FAKE !,0,MISLEADING
Suvendu Adhikari s brother Dibyendu Adhikari invited to PM Modi s event in Haldia,1,ELECTION
IIT Hyderabad witnesses surge in international offers for students,1,GOVERNMENT
Fact Check: Don t fall for this FAKE picture of Congress leader...,0,GOVERNMENT
Fake: Viral message warning of social media surveillance over Ayodhya case,0,MISLEADING
"Ladakh border row: India, China agreed to resolve outstanding issues in expeditious manner , says MEA",1,TERROR
Mary Kom is a much better MP than Sachin Tendulkar,1,ELECTION
Allahabad High Court: Use power under NSA with extreme care,1,VIOLENCE
Fact Check: Poster From Shaheen Bagh Protest Wrongly Claims Protestors Paid Rs 500 Per Day,0,COVID-19
Pak exploiting death of displaced Hindus: MEA,1,POLITICS
"Manipur cop returns gallantry award, asks CM to give it to someone more deserving and loyal",1,VIOLENCE
Dilip Ghosh hints at another defection drive from TMC to BJP during Amit Shah s visit,1,ELECTION
"Fresh talks between police, protesters at Shaheen Bagh fail",1,TERROR
"Centre has no data on death, injury to people during lockdown enforcement: Govt",1,COVID-19
"Fact Check: No, Shaheen Bagh Protestors Were Not Paid To Protest...",0,VIOLENCE
Corona side-effect: Man falsely implicates wife of lockdown violation,1,COVID-19
Delhi govt exempts road tax on battery-operated vehicles under its EV policy,1,GOVERNMENT
10-bed portable hospital opened at NDRF campus in Ghaziabad,1,VIOLENCE
Fact Check: Don?t fall for this 2019 picture of Rahul and....With Each Fake Quote They Manage To Prove How Objective And Fair I Am: ...,0,GOVERNMENT
Video from West Bengal shared as people disregarding social distancing in Mumbai bus,0,VIOLENCE
Amethi DM removed after video of misbehaviour goes viral,1,VIOLENCE
Mumbai institute to soon begin trials of BCG vaccine as treatment for Covid-19,1,COVID-19
Fact Check: Was Hizbul Mujahideen terrorist Riyaz Naikoo a doctor? Here s...,0,TRAD
Rehbar-e-Tehsil scheme to kickstart new administrative units,1,GOVERNMENT
Fact Check: False Rumours Of Kapil Dev's Death Circulate On Social Media,0,MISLEADING
Prime Minister meets military brass on LAC crisis,1,POLITICS
Fact Check: Fake letters flood social media in poll-bound MP. Fact Check: Netizens book seats for fake news on theatres reopening,0,MISLEADING
Kerala Finance Minister criticizes anti-corruption raids ahead of polls,1,ELECTION
Fact Check: Injured Sikh soldier with PM Modi is NOT BJP....Fact Check: Viral post claiming Modi govt killed more terrorists than that of Manmohan Singh is false,0,GOVERNMENT
"PM Modi attacks Pak on drug smuggling, slams Cong over Article 370, Kartarpur at Haryana rally",1,POLITICS
PM Modi to inaugurate India s first-ever driverless DMRC metro on magenta line on Monday,1,POLITICS
"India's COVID-19 active cases stand at 6.25 lakh, lowest after 11 weeks",1,COVID-19
"Not hate speeches, BJP identifies Congress & its own star campaigners for Delhi defeat",1,ELECTION
"Priyanka Gandhi Vadra launches political career, but talk is all about Indira",1,ELECTION
AGP and BJP betrayed Assam powerful students body AASU plans political party,1,ELECTION
"Fact Check: Is Govt providing jobs to one member of each....Indian Government is NOT giving Rs.2,000 to each citizen; Fact Check",0,COVID-19
Sweden records highest death tally in 150 years in first half of 2020,1,COVID-19
Step to gain trust : J&K L-G launches grievance redressal portal,1,COVID-19
"Donald Trump s threat to Iran, and what it means for the world and India",1,POLITICS
5% reservation for more backward classes in Rajasthan judicial service,1,GOVERNMENT
Milestone: PM Modi enters 20th year in public office without break,1,GOVERNMENT
China funds anti-India stir along Nepal border,1,TERROR
"6 killed, 16 injured in boiler blast at Neyveli power plant in Tamil Nadu",1,TERROR
BKU (Ugrahan) holds protest marches against Centre in 14 districts of Punjab,1,GOVERNMENT
Amaravati land deals: SC notice on Andhra plea against HC order,1,VIOLENCE
Find out the truth about this Rahul Gandhi viral video,0,MISLEADING
Parents 'murder' 20-year-old pregnant daughter in suspected honour killing in Telangana,1,VIOLENCE
"Grit, mettle and character : Colleagues praise CJI on Ayodhya verdict",1,TERROR
Delhi HC extends time granted for filing objections to draft EIA notification,1,TERROR
Akshaya Patra undertakes relief feeding to support government s efforts during COVID-19 outbreak,1,COVID-19
"Covid-19: Sisodia writes to HM Shah, seeks directions to L-G to allow hotels, weekly markets in Delhi",1,VIOLENCE
Fact Check: Uttar Pradesh CM Yogi Adityanath didn't laugh at martyr's funeral. Fact Check: Former Karnataka CM Siddaramaiah didn't do this. It's his lookalike!,0,GOVERNMENT
Rajasthan crisis: Where things stand for BJP,1,ELECTION
Times Now at it again; Video of Kerala Students Union protest termed as a BJP protest,0,VIOLENCE
Fact Check: Here?s the truth behind this picture of the woman....Fact Check: Love in the time of Corona? Know the truth behind this viral image,0,MISLEADING
Fact Check: Morphed Photo Shows UP CM Yogi Adityanath Watching Hathras Victim's Cremation. Fact Check: Morphed Photo Shows UP CM Yogi Adityanath Watching Hathras ...,0,GOVERNMENT
Fact Check Claim that Govt. is giving free smart phones to Students is FALSE,0,COVID-19
"Babri demolition: Advani, Murli Manohar Joshi to record statements before special CBI court this week",1,ELECTION
NPR is disguised NRC: P Chidambaram,1,ELECTION
"Police allege JNU student chief Aishe Ghosh led attack on hostel, name 8 others, release photos",1,ELECTION
"Tom Vadakkan, long time Congress leader, joins BJP",1,ELECTION
"6,692 people test COVID positive in UP; largest single-day spike in cases",1,COVID-19
Jamaat event spread Covid: Minister in Rajya Sabha,1,ELECTION
Dated Picture Of Cop Holding Stones Spun As Police Violence In Delhi,0,VIOLENCE
"Thousands attend rallies, no masks Covid makes no difference to Bihar election campaign",1,ELECTION
Fact Check: Is Osama Bin Laden s daughter Zoya getting married to...,0,VIOLENCE
Shaheen Bagh Protests: SC reserves order on petitions seeking guidelines,1,TERROR
"No, this is not a photo of Indian politician Rahul Gandhi meeting a pornstar in the USA.No, this is not a photo of a Muslim woman holding a placard in support of Indian Prime Minister Narendra Modi",0,POLITICS
Union minister S Jaishankar s mother passes away,1,POLITICS
"Rhea Chakraborty gets bail in drugs case, walks out of jail after 28 days",1,VIOLENCE
Maharashtra shrines reopen today,1,GOVERNMENT
Tejashwi Yadav finally surfaces in Patna but still can t make it to Bihar assembly,1,GOVERNMENT
Felt humiliated at Durga Puja event hosted by Mamata: West Bengal Governor,1,POLITICS
Time running out for BJP and Pilot in Rajasthan as Gehlot makes moves for trust vote,1,ELECTION
"Yes, India will definitely get its growth back: PM Modi at CII Event",1,POLITICS
Delhi s air quality turns very poor,1,GOVERNMENT
Mayawati s outburst at Congress has BJP laughing all the way to the booth,1,ELECTION
Did people protest against PM Modi in Saudi Arabia? Here?s the....Did people in Saudi Arabia protest against PM Modi?,0,GOVERNMENT
"Congress only plays divide & rule, BJP will uproot corruption, casteism, terrorism: Rathore",1,ELECTION
Viral: Video of 2011 tsunami in Japan shared as that of Kerala,0,VIOLENCE
Supreme Court junks PIL on implementation of farm laws,1,VIOLENCE
Fact Check: False post about NEET 2020 examination toppers goes viral;....Fact Check: Fake quote of Sachin Tendulkar goes viral,0,MISLEADING
India s Masala King is not dead!,0,COVID-19
Fact Check: Disturbing news from 2015 being shared now with Anti-Muslim...,0,VIOLENCE
Video of Islamic flags hoisted in Punjab shared as Pakistani flags,0,POLITICS
Did Japan construct an emergency road within 24 hrs? Here s the...,0,ELECTION
5 lessons BJP must learn from Maharashtra & Haryana election results,1,ELECTION
"Morphed Hindu newspaper image shows Sri Lankan PM Ranil agreed to Tamil autonomy, Was it true?",0,GOVERNMENT
"Hyderabad man kills partner's 5-year-old child, injures her",1,GOVERNMENT
"Fact Check: Video of India, Pak warships ramming into each other...",0,POLITICS
Bimal Gurung slams BJP over PPS tribal status,1,POLITICS
"India has emerged from the fragile five to become world s fastest economy, says PM Modi",1,TRAD
BJP leader dies in Kolkata s SSKM Hospital allegedly after being attacked by TMC,1,VIOLENCE
"Centre gives written proposal to farmers representatives, next meeting on December 9",1,GOVERNMENT
Tea has ingredients to provide cure to Coronavirus? Fact check,0,MISLEADING
"Ahead of Yogi s Mumbai visit, Uddhav says no industry will go out of Maharashtra",1,ELECTION
"Did PM Modi Lie About NRC, Detention Centres In His Speech At Ramlila?",0,GOVERNMENT
There is more give than take in alliance with BJP this time: Shiv Sena on seat division,1,GOVERNMENT
Priyanka Gandhi questions Yogi Adityanath s claims on infected migrant workers,1,ELECTION
"Fake 'roadmap' for India's plans to relax coronavirus lockdown circulates online.Fact check: No, Jio has not offered Rs 498 free recharge amid coronavirus lockdown",0,COVID-19
BSP and SP to hold first-ever joint press meet tomorrow to announce LS polls alliance,1,ELECTION
"Fact Check: No, an Assam Cong leader has not been detained...",0,POLITICS
SAKSHAM Cycle Rally in 200 cities to aware people on fuel conservation held on Sunday,1,TERROR
"Pak minister shares old videos from Haryana, Telangana claiming it s from...",0,VIOLENCE
